longitude,latitude,organization_name,city,state,year,project_description,award_amount,grant_iteration,extra,date,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status,column_1449770279916
-105.941364,40.086635,Mountain Parks Electric Inc,Granby,CO,2007,,242500,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E61000006E68CA4E3F7C5AC030D80DDB160B4440,16,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-121.292774,46.01842,Mt Adams Resource Stewards,Glenwood,WA,2007,,178746,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E61000009FC728CFBC525EC0D1CB28965B024740,17,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-113.996234,46.87278,North Slope Sustainable Wood LLC,Missoula,MT,2007,,248950,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E6100000734A404CC27F5CC02B4D4A41B76F4740,19,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-105.573529,36.449685,Olguin's Sawmill Inc,El Prado,NM,2007,,250000,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E6100000AF93FAB2B4645AC03A4030478F394240,20,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-116.942964,43.78648,Parma Post and Pole Inc,Parma,ID,2007,,245180,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E61000008B53AD85593C5DC0A27A6B60ABE44540,21,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-112.219939,38.23727,Piute County Economic Development,Junction,UT,2007,,250000,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E61000005B07077B130E5CC0352905DD5E1E4340,22,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-112.075774,33.44826,Southwest Forest Products,Phoenix,AZ,2007,,250000,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E6100000C6F8307BD9045CC06F0D6C9560B94040,23,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-105.941364,40.086635,Ranch Creek Limited,Granby,CO,2007,,144000,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E61000006E68CA4E3F7C5AC030D80DDB160B4440,24,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-120.382174,37.98329,Bear Mountain Forest Products,Sonora,CA,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E61000006BD8EF8975185EC0EE3D5C72DCFD4240,27,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-113.196387,46.589056,Big Sky Shavings,Hall,MT,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E61000000397C79A914C5CC09CC1DF2F664B4740,28,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-124.224549,43.40661,Coquille Tribe of Oregon,North Bend,OR,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E61000005ED6C4025F0E5FC0001DE6CB0BB44540,29,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-115.555174,48.388105,Kootenai Business Park Industrial District,Libby,MT,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E6100000BA6587F887E35CC00135B56CAD314840,32,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-111.986429,46.465175,Marks Ranch and Lumber,Clancy,MT,2008,,211500,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E6100000DDB419A721FF5BC05AF5B9DA8A3B4740,33,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-119.766999,39.164885,Nevada Division of Forestry,Carson City,NV,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E61000002444F98216F15DC0EC4CA1F31A954340,34,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-105.329804,35.97416,Northridge Forest Products,Mora,NM,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E6100000C2853C821B555AC022895E46B1FC4140,35,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-111.033184,45.679325,"Osler Logging, Inc.",Bozeman,MT,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E610000008B0C8AF1FC25BC0772D211FF4D64640,36,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-112.190754,35.25,Perkins Timber Harvesting,Williams,AZ,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E610000032E54350350C5CC00000000000A04140,37,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-121.315584,44.05766,Quicksilver Contracting,Bend,OR,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E610000004C93B8732545EC0C824236761074640,38,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-103.859089,44.49057,"Sandford Logging, Inc.",Spearfish,SD,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E61000009DD66D50FBF659C009336DFFCA3E4640,40,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-123.184701,40.553998,UpStream 21 Corporation,Hayfork,CA,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E610000077A22424D2CB5EC053060E68E9464440,41,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-123.184701,40.553998,Watershed Research and Training Center,Hayfork,CA,2008,,245000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E610000077A22424D2CB5EC053060E68E9464440,42,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-110.091025,34.468686,Winner's Circle Soil Products,Taylor,AZ,2008,,250000,FS WBU Grant,,2008-01-01 00:00:00+00,0101000020E61000009487855AD3855BC0E90B21E7FD3B4140,43,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-93.403524,34.94842,Rover Shavings & Post Inc,Rover,AR,2009,Increase production capacity,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000ACC95356D35957C0A86F99D365794140,44,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-109.935471,34.125809,Pure Wood Products LLC,Pinetop,AZ,2009,Portable veneer lathe machine,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000D0D6C1C1DE7B5BC06F4562821A104140,45,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-120.424662,37.953407,California Wood Shavings Inc,Jamestown,CA,2009,Wood shaver,249550,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000A77686A92D1B5EC08463963D09FA4240,46,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.523084,41.647195,CLT Logging Inc,Grenada,CA,2009,Horizontal grinder,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000E54350357AA15EC03F912749D7D24440,47,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.234056,40.639824,Franklin Logging Inc,Bella Vista,CA,2009,Feller buncher,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000AF5B04C6FA8E5EC01399B9C0E5514440,48,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-124.155539,40.597565,Scott Dunn Logging,Fortuna,CA,2009,Drum chipper,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E61000002A90D959F4095FC0FC1D8A027D4C4440,49,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.936699,40.727765,Trinity River Lumber Company,Weaverville,CA,2009,Log scanner,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E61000008ACC5CE0F2BB5EC033164D67275D4440,50,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-105.873599,37.46818,Independent Log Company,Alamosa,CO,2009,Firewood processing,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E61000005FB4C70BE9775AC015527E52EDBB4240,51,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-107.877619,38.478645,Intermountain Resources LLC,Montrose,CO,2009,Grinder,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E610000049D6E1E82AF85AC06CB2463D443D4340,52,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-107.020374,40.48567,Rogue Resources inc/More Lumber,Milner,CO,2009,"Log lathe mill, firewood processor",250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E610000014ECBFCE4DC15AC0FC523F6F2A3E4440,53,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-116.707474,47.9478,Idaho Forest Group LLC,Athol,ID,2009,Horizontal grinder,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E61000004D310741472D5DC00C93A98251F94740,54,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-113.996234,46.87278,Eagle Stud Mill Inc,Missoula,MT,2009,Post and pole mill,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000734A404CC27F5CC02B4D4A41B76F4740,55,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-113.996234,46.87278,Eureka Pellet Mills Inc,Missoula,MT,2009,Diversification into bulk pellets,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000734A404CC27F5CC02B4D4A41B76F4740,56,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-107.843547,34.144803,Southwest PiÃ±on Inc,Datil,NM,2009,Firewood processing,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000E4688EACFCF55AC06DAE9AE788124140,57,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-117.528619,45.570195,Community Smallwood Solutions,Wallowa,OR,2009,Horizontal grinder,249819,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E6100000D542C9E4D4615DC0DEAB5626FCC84640,58,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-120.345984,42.18907,Marubeni Sustainable Energy,Lakeview,OR,2009,Fuel handling for cogen facility,250000,FS WBU Grant,,2009-01-01 00:00:00+00,0101000020E61000001D3C139A24165EC0CE531D7233184540,59,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.2977815,40.448208,Headrick Logging,Anderson,CA,2010,Whole tree chipper,350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E6100000A5F622DA0E935EC01DE736E15E394440,61,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-120.4226952,37.9532584,Sierra Resource Management,Jamestown,CA,2010,Harvester,329000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E6100000470B2B700D1B5EC093510A5F04FA4240,62,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-121.1441396,41.1212775,Del Logging Inc,Bieber,CA,2010,"Drum chipper, Loader, & Feller Buncher",350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E6100000BF034D9539495EC0CD1E6805868F4440,63,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-112.0740373,33.4483771,Cooley Forest Products,Phoenix,AZ,2010,Canter & firewood processor,350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E6100000C98BF106BD045CC03E63BA6B64B94040,64,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-121.556359,39.5137752,J.W.Bamford Inc,Oroville,CA,2010,Whole tree chipper,300000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E61000007575C7629B635EC078BFC062C3C14340,65,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-107.6089466,38.7038767,West Range Reclamation,Crawford,CO,2010,Delimber/Debarker,350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E6100000AA0029FBF8E65AC04D75B7A1185A4340,66,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-109.291475,34.1111581,Arizona Log and TimberWorks,Eagar,AZ,2010,Post and pole mill,350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E61000008126C286A7525BC0BE17BA6D3A0E4140,67,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-106.0186025,33.073973,JL Shavings,Tularosa,NM,2010,Sawmill upgrade,350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E6100000ED478AC830815AC0BDE47FF277894040,68,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-110.4531551,33.3453349,San Carlos Apache Timber Products,San Carlos,AZ,2010,Grinder,272770,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E610000000A13F7E009D5BC06ED51AEF33AC4040,69,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.3916754,40.5865396,Warner Enterprises,Redding,CA,2010,Feller buncher,350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E61000007469B23511995EC08BE7C7BA134B4440,70,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.6150855,44.7745664,Foothills Firewood,Lyons,OR,2010,Firewood processing,325014,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E61000009BAF928F5DA75EC04C4AE6FD24634640,71,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-105.5966686,34.2509071,Restoration Solutions,Corona,NM,2010,Harvester,350000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E610000035E37ED12F665AC0C76A4EB91D204140,72,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-116.9515856,47.7179578,ABCO Wood Recycling,Post Falls,ID,2010,Pellet mill,200000,FS WBU Grant,,2010-01-01 00:00:00+00,0101000020E61000000DD649C7E63C5DC03D748B0AE6DB4740,73,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-149.117374,61.59944,Matanuska-Susitna Borough,Palmer,AK,2011,Engineering study grant,80000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000D36C1E87C1A362C006F52D73BACC4E40,74,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-121.78869,38.896205,Placer County,Kings Beach,CA,2011,Engineering study grant,50000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000AA2B9FE579725EC07FC16ED8B6724340,75,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.301254,40.450565,Kiara Solar,Anderson,CA,2011,Engineering study grant,250000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E61000008272DBBE47935EC072DC291DAC394440,76,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-122.936699,40.727765,Trinity River Lumber,Weaverville,CA,2011,Engineering study grant,250000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E61000008ACC5CE0F2BB5EC033164D67275D4440,77,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-105.14519,39.616905,Community Power Corporation,Littleton,CO,2011,Engineering study grant,125000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000336DFFCA4A495AC094DE37BEF6CE4340,78,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-116.776166,47.671866,Idaho Forest Group,Coeur d'Alene,ID,2011,Engineering study grant,135000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000199128B4AC315DC0ADA580B4FFD54740,79,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-116.500064,43.874125,Yellowstone Power,Emmet,ID,2011,Engineering study grant,250000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E61000000B7A6F0C01205DC0D9CEF753E3EF4540,80,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-114.181905,48.370548,Stoltze Land & Lumber,Columbia Falls,MT,2011,Engineering study grant,190720,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000A67EDE54A48B5CC092CCEA1D6E2F4840,82,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-113.482936,47.177435,"Pyramid Mountain Lumber, Inc.",Seeley Lake,MT,2011,Engineering study grant,202727,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000E883656CE85E5CC03815A930B6964740,83,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-113.996234,46.87278,University of Montana,Missoula,MT,2011,Engineering study grant,250000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000734A404CC27F5CC02B4D4A41B76F4740,84,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-123.197204,45.85868,City of Vernonia,Vernonia,OR,2011,Engineering study grant,25000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000FCA886FD9ECC5EC059DDEA39E9ED4640,87,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-123.600764,46.98384,ColPac Quinault Indian Nation,Montesano,WA,2011,Engineering study grant,50000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E61000004E27D9EA72E65EC0923F1878EE7D4740,88,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-88.271164,44.277025,Thilmany LLC,Kaukauna,WI,2011,Engineering study grant,132400,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E610000090F63FC05A1156C05396218E75234640,89,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-92.103949,46.72131,University of Wisconsin--Superior,Superior,WI,2011,Engineering study grant,250000,FS WBU Grant,,2011-01-01 00:00:00+00,0101000020E6100000ECDCB419A70657C08E23D6E2535C4740,90,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-120.947176,39.936836,Plumas,Quincy,CA,2012,Restart 16-17 MW CHP plant in Plumas County,70125,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E610000097E315889E3C5EC094DBF63DEAF74340,91,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-119.509381,37.229376,"North Fork, CA",North Fork,CA,2012,Construct small scale 1 MW CHP system.,134225,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E61000000B0DC4B299E05DC0603E59315C9D4240,92,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-114.894234,47.194363,Mineral Community Hospital,Superior,MT,2012,"2.64 MMBtu/hr wood pellet fired boiler system, Wood to Energy Expansion",190000,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E6100000293E3E213BB95CC0B74604E3E0984740,95,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-116.25514,46.479347,Clearwater RC& D Idaho Correctional Institution,Orofino,ID,2012,"thermal energy system, Orofino Woody Biomass Facility Engineering Design",110000,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E6100000B1F9B83654105DC0C537143E5B3D4740,96,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-124.29324,47.347305,Quinault Indian Nation,Taholah,WA,2012,themal biomass heating facility,205000,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E61000004278B471C4125FC05F5E807D74AC4740,103,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-85.031944,33.036667,Greenway Renewable Power LLC,LaGrange,GA,2012,"53.75 MW power plant in LaGrange, GA",250000,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E61000006BD3D85E0B4255C0D5EB1681B1844040,104,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-78.39194,37.302096,Longwood University,Farmville,VA,2012,add two additional biomass boilers to already existing biomass heating systems.,250000,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E6100000A27F828B159953C04F20EC14ABA64240,105,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-72.575387,44.260059,City of Montpelier,Montpelier,VT,2012,Rebuild and expand district heating system for Montpelier.,248556,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E6100000CAE2FE23D32452C0E603029D49214640,106,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-72.173439,43.365358,County of Sullivan,Newport,NH,2012,Plan CHP district energy steam plant,250000,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E61000007636E49F190B52C07EAA0A0DC4AE4540,107,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-158.103056,64.719444,"Nulato School District	Nulato, K",Nulato,AK,2012,"	thermal energy system",40420,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E610000003B5183C4CC363C06BD3D85E0B2E5040,108,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-120.554201,43.804133,Oregon Army National Guard,Oregon,OR,2012,wood pellet boilers for 12 buildings at 5 sites in Oregon.,250000,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E6100000469A780778235EC0335184D4EDE64540,109,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
,,"Mt. Bachelor, LLC",Concord,OR,2014,Mt. Bachelor Biomass Thermal Energy for West and Sunrise Villages,220000,Wood-to-Energy,,2014-01-01 00:00:00+00,0101000020E61000006D904946CEA85EC0C80C54C6BFB34640,125,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
,,"Three Dimensional Timberlands, LLC",Monroe,OR,2014,Technical Engineering Report for Three Dimensional Timberlands Integrated Biomass Facility,33600,Wood-to-Energy,,2014-01-01 00:00:00+00,0101000020E6100000B4B0A71DFED25EC0F94ECC7A31284640,124,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
,,"BVP Property, LLC               ",Bend,CA,2014,Big Valley Lumber and Cogeneration Facility           ,250000,Wood-to-Energy,,2014-01-01 00:00:00+00,0101000020E610000096E7C1DD598D5EC0A99F3715A9204440,120,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
,,"Deploying a Value-Added, Woody Bio- mass-Based Product Suite",Minneapolis, MN,2015,"Dovetail Partners, Inc.",,Wood Innovations Grant,,2015-01-01 00:00:00+00,,147,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,,
,,Montana’s Building More with Wood Project,Missoula, MT,2015,MT Dept. of Natural Resources & Conservation,,Wood Innovations Grant,,2015-01-01 00:00:00+00,,148,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,,
,,Watershed Research and Training Center,Hayfork,CA,2014,System Impact Study Funding for North Fork and Wilseyville CHP Projects,96000,Wood-to-Energy,,2014-01-01 00:00:00+00,0101000020E61000004F232D95B7CB5EC042EC4CA1F3464440,121,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
,,Sierra Institute for Community and Environment,Taylorsville,CA,2013,Sierra Institute for Community and Environment,250000,FS WBU Grant,http://www.sierrainstitute.us/,2013-01-01 00:00:00+00,0101000020E6100000BDC62E51BD355EC0D93D7958A8094440,112,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.212936+00,true,
-123.062255,40.632948,Cal Fire,Trinity County,CA,2012,3.8 MM BTU annual thermal energy system,124875,FS WBU Grant,,2012-01-01 00:00:00+00,0101000020E6100000CC4065FCFBC35EC0C808A87004514440,93,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.253766+00,false,
,,Northern Forest Center,"Concord
",NH,2014,St. Johnsbury Wood Pellet Mill Engineering Analysis,47000,Wood-to-Energy,,2014-01-01 00:00:00+00,,126,2015-04-17 23:53:25.482888+00,2015-12-10 20:00:53.475671+00,false,
,,Using Thermal Modification Technology to Add Value to Small-Diameter Logs from Underutilized Species,Minneapolis, MN,2015,University of Minnesota Duluth,,Wood Innovations Grant,,2015-01-01 00:00:00+00,,146,2015-04-17 23:53:25.482888+00,2015-12-10 20:02:23.613542+00,,
-116.566254,47.31627,St Maries Joint School District,St Maries,ID,2007,,250000,FS WBU Grant,,2007-01-01 00:00:00+00,0101000020E6100000ABCE6A813D245DC05C5A0D897BA84740,25,2015-04-17 23:53:25.482888+00,2015-12-10 19:57:24.253766+00,false,
